hospital_id,measure_id,measure_name,score,compared_to_national
H0116,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,109,Better
H0116,READM_30_HF,Heart Failure 30-Day Readmission Rate,100.6,Same
H0116,READM_30_PN,Pneumonia 30-Day Readmission Rate,85,Worse
H0117,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,96.6,Same
H0117,READM_30_HF,Heart Failure 30-Day Readmission Rate,85.1,Same
H0117,READM_30_PN,Pneumonia 30-Day Readmission Rate,136.2,Better
H0118,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,111.8,Same
H0118,READM_30_HF,Heart Failure 30-Day Readmission Rate,100.3,Same
H0118,READM_30_PN,Pneumonia 30-Day Readmission Rate,108.2,Same
H0119,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,110.7,Same
H0119,READM_30_HF,Heart Failure 30-Day Readmission Rate,110.8,Worse
H0119,READM_30_PN,Pneumonia 30-Day Readmission Rate,110.1,Better
H0120,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,108.9,Same
H0120,READM_30_HF,Heart Failure 30-Day Readmission Rate,101.5,Same
H0120,READM_30_PN,Pneumonia 30-Day Readmission Rate,123.2,Same
H0121,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,102.5,Worse
H0121,READM_30_HF,Heart Failure 30-Day Readmission Rate,100.8,Better
H0121,READM_30_PN,Pneumonia 30-Day Readmission Rate,102.6,Same
H0122,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,103.7,Same
H0122,READM_30_HF,Heart Failure 30-Day Readmission Rate,76,Better
H0122,READM_30_PN,Pneumonia 30-Day Readmission Rate,87.6,Same
H0123,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,98.5,Same
H0123,READM_30_HF,Heart Failure 30-Day Readmission Rate,75.4,Same
H0123,READM_30_PN,Pneumonia 30-Day Readmission Rate,100.3,Worse
H0124,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,103.5,Better
H0124,READM_30_HF,Heart Failure 30-Day Readmission Rate,81.1,Better
H0124,READM_30_PN,Pneumonia 30-Day Readmission Rate,90.8,Better
H0125,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,119.2,Same
H0125,READM_30_HF,Heart Failure 30-Day Readmission Rate,108.4,Better
H0125,READM_30_PN,Pneumonia 30-Day Readmission Rate,107.5,Same
H0126,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,117.1,Same
H0126,READM_30_HF,Heart Failure 30-Day Readmission Rate,87.8,Worse
H0126,READM_30_PN,Pneumonia 30-Day Readmission Rate,81.1,Same
H0127,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,114.8,Same
H0127,READM_30_HF,Heart Failure 30-Day Readmission Rate,98.9,Better
H0127,READM_30_PN,Pneumonia 30-Day Readmission Rate,87.5,Better
H0128,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,131.3,Worse
H0128,READM_30_HF,Heart Failure 30-Day Readmission Rate,75.9,Same
H0128,READM_30_PN,Pneumonia 30-Day Readmission Rate,102.8,Same
H0129,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,97.1,Worse
H0129,READM_30_HF,Heart Failure 30-Day Readmission Rate,94.6,Same
H0129,READM_30_PN,Pneumonia 30-Day Readmission Rate,66.8,Better
H0130,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,123,Better
H0130,READM_30_HF,Heart Failure 30-Day Readmission Rate,78.6,Better
H0130,READM_30_PN,Pneumonia 30-Day Readmission Rate,96,Worse
H0131,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,93.6,Worse
H0131,READM_30_HF,Heart Failure 30-Day Readmission Rate,108.8,Better
H0131,READM_30_PN,Pneumonia 30-Day Readmission Rate,76,Same
H0132,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,106.9,Same
H0132,READM_30_HF,Heart Failure 30-Day Readmission Rate,102.8,Worse
H0132,READM_30_PN,Pneumonia 30-Day Readmission Rate,90.1,Better
H0133,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,106.4,Same
H0133,READM_30_HF,Heart Failure 30-Day Readmission Rate,100.3,Better
H0133,READM_30_PN,Pneumonia 30-Day Readmission Rate,127.1,Same
H0134,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,97.1,Same
H0134,READM_30_HF,Heart Failure 30-Day Readmission Rate,85.7,Same
H0134,READM_30_PN,Pneumonia 30-Day Readmission Rate,107.1,Same
H0135,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,95.3,Better
H0135,READM_30_HF,Heart Failure 30-Day Readmission Rate,100,Same
H0135,READM_30_PN,Pneumonia 30-Day Readmission Rate,81.2,Same
H0136,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,109.1,Worse
H0136,READM_30_HF,Heart Failure 30-Day Readmission Rate,92.9,Same
H0136,READM_30_PN,Pneumonia 30-Day Readmission Rate,104,Better
H0137,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,131.5,Better
H0137,READM_30_HF,Heart Failure 30-Day Readmission Rate,96.3,Same
H0137,READM_30_PN,Pneumonia 30-Day Readmission Rate,111.2,Worse
H0138,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,97.3,Better
H0138,READM_30_HF,Heart Failure 30-Day Readmission Rate,90.3,Same
H0138,READM_30_PN,Pneumonia 30-Day Readmission Rate,119.8,Same
H0139,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,72,Same
H0139,READM_30_HF,Heart Failure 30-Day Readmission Rate,115.1,Same
H0139,READM_30_PN,Pneumonia 30-Day Readmission Rate,70.4,Same
H0140,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,113.4,Same
H0140,READM_30_HF,Heart Failure 30-Day Readmission Rate,100.2,Same
H0140,READM_30_PN,Pneumonia 30-Day Readmission Rate,85.7,Better
H0141,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,93.9,Worse
H0141,READM_30_HF,Heart Failure 30-Day Readmission Rate,110.3,Same
H0141,READM_30_PN,Pneumonia 30-Day Readmission Rate,129.6,Same
H0142,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,76.5,Same
H0142,READM_30_HF,Heart Failure 30-Day Readmission Rate,86.5,Worse
H0142,READM_30_PN,Pneumonia 30-Day Readmission Rate,80,Worse
H0143,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,97.2,Same
H0143,READM_30_HF,Heart Failure 30-Day Readmission Rate,113.8,Same
H0143,READM_30_PN,Pneumonia 30-Day Readmission Rate,78.2,Same
H0144,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,99.8,Better
H0144,READM_30_HF,Heart Failure 30-Day Readmission Rate,113.3,Same
H0144,READM_30_PN,Pneumonia 30-Day Readmission Rate,93.7,Better
H0145,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,60.9,Worse
H0145,READM_30_HF,Heart Failure 30-Day Readmission Rate,103,Worse
H0145,READM_30_PN,Pneumonia 30-Day Readmission Rate,118.5,Same
H0146,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,83.9,Same
H0146,READM_30_HF,Heart Failure 30-Day Readmission Rate,73.3,Same
H0146,READM_30_PN,Pneumonia 30-Day Readmission Rate,104.8,Better
H0147,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,105.2,Better
H0147,READM_30_HF,Heart Failure 30-Day Readmission Rate,92.7,Same
H0147,READM_30_PN,Pneumonia 30-Day Readmission Rate,89.9,Worse
H0148,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,100.5,Same
H0148,READM_30_HF,Heart Failure 30-Day Readmission Rate,83.7,Same
H0148,READM_30_PN,Pneumonia 30-Day Readmission Rate,83.7,Better
H0149,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,110.2,Same
H0149,READM_30_HF,Heart Failure 30-Day Readmission Rate,82.8,Worse
H0149,READM_30_PN,Pneumonia 30-Day Readmission Rate,74.1,Same
H0150,READM_30_AMI,Acute Myocardial Infarction 30-Day Readmission Rate,89.8,Same
H0150,READM_30_HF,Heart Failure 30-Day Readmission Rate,93,Same
H0150,READM_30_PN,Pneumonia 30-Day Readmission Rate,106.9,Worse
