hospital_id,measure_id,measure_name,score,compared_to_national
H0113,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,88.2,Better
H0113,MORT_30_HF,Heart Failure 30-Day Mortality Rate,80,Worse
H0113,MORT_30_PN,Pneumonia 30-Day Mortality Rate,72.5,Same
H0114,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,107.6,Same
H0114,MORT_30_HF,Heart Failure 30-Day Mortality Rate,105.8,Worse
H0114,MORT_30_PN,Pneumonia 30-Day Mortality Rate,137.4,Same
H0115,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,101.2,Same
H0115,MORT_30_HF,Heart Failure 30-Day Mortality Rate,98.5,Worse
H0115,MORT_30_PN,Pneumonia 30-Day Mortality Rate,104,Same
H0116,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,104.8,Same
H0116,MORT_30_HF,Heart Failure 30-Day Mortality Rate,97.4,Better
H0116,MORT_30_PN,Pneumonia 30-Day Mortality Rate,88.7,Same
H0117,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,100.4,Same
H0117,MORT_30_HF,Heart Failure 30-Day Mortality Rate,99.9,Worse
H0117,MORT_30_PN,Pneumonia 30-Day Mortality Rate,99.6,Same
H0118,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,112.3,Same
H0118,MORT_30_HF,Heart Failure 30-Day Mortality Rate,100.2,Same
H0118,MORT_30_PN,Pneumonia 30-Day Mortality Rate,80.3,Better
H0119,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,90.9,Better
H0119,MORT_30_HF,Heart Failure 30-Day Mortality Rate,97.2,Better
H0119,MORT_30_PN,Pneumonia 30-Day Mortality Rate,100.8,Worse
H0120,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,107.9,Same
H0120,MORT_30_HF,Heart Failure 30-Day Mortality Rate,101,Same
H0120,MORT_30_PN,Pneumonia 30-Day Mortality Rate,70.4,Better
H0121,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,81.9,Same
H0121,MORT_30_HF,Heart Failure 30-Day Mortality Rate,109,Same
H0121,MORT_30_PN,Pneumonia 30-Day Mortality Rate,96.8,Better
H0122,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,122.4,Worse
H0122,MORT_30_HF,Heart Failure 30-Day Mortality Rate,102.2,Worse
H0122,MORT_30_PN,Pneumonia 30-Day Mortality Rate,94.9,Same
H0123,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,90.8,Same
H0123,MORT_30_HF,Heart Failure 30-Day Mortality Rate,95.5,Better
H0123,MORT_30_PN,Pneumonia 30-Day Mortality Rate,102.4,Worse
H0124,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,100,Same
H0124,MORT_30_HF,Heart Failure 30-Day Mortality Rate,114.2,Same
H0124,MORT_30_PN,Pneumonia 30-Day Mortality Rate,77.7,Same
H0125,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,79.5,Same
H0125,MORT_30_HF,Heart Failure 30-Day Mortality Rate,96.6,Same
H0125,MORT_30_PN,Pneumonia 30-Day Mortality Rate,108.1,Same
H0126,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,111.4,Better
H0126,MORT_30_HF,Heart Failure 30-Day Mortality Rate,91.4,Better
H0126,MORT_30_PN,Pneumonia 30-Day Mortality Rate,61.1,Same
H0127,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,91.8,Same
H0127,MORT_30_HF,Heart Failure 30-Day Mortality Rate,105.9,Same
H0127,MORT_30_PN,Pneumonia 30-Day Mortality Rate,99.8,Better
H0128,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,108.7,Same
H0128,MORT_30_HF,Heart Failure 30-Day Mortality Rate,117.9,Better
H0128,MORT_30_PN,Pneumonia 30-Day Mortality Rate,97.6,Same
H0129,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,93.4,Same
H0129,MORT_30_HF,Heart Failure 30-Day Mortality Rate,86.7,Same
H0129,MORT_30_PN,Pneumonia 30-Day Mortality Rate,79.4,Same
H0130,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,75.8,Same
H0130,MORT_30_HF,Heart Failure 30-Day Mortality Rate,90,Same
H0130,MORT_30_PN,Pneumonia 30-Day Mortality Rate,115.6,Same
H0131,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,110.2,Better
H0131,MORT_30_HF,Heart Failure 30-Day Mortality Rate,92.7,Worse
H0131,MORT_30_PN,Pneumonia 30-Day Mortality Rate,132.4,Same
H0132,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,90.9,Worse
H0132,MORT_30_HF,Heart Failure 30-Day Mortality Rate,119.5,Better
H0132,MORT_30_PN,Pneumonia 30-Day Mortality Rate,123.4,Same
H0133,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,106.9,Same
H0133,MORT_30_HF,Heart Failure 30-Day Mortality Rate,89.8,Same
H0133,MORT_30_PN,Pneumonia 30-Day Mortality Rate,94.5,Better
H0134,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,102.8,Better
H0134,MORT_30_HF,Heart Failure 30-Day Mortality Rate,79.8,Same
H0134,MORT_30_PN,Pneumonia 30-Day Mortality Rate,85.4,Same
H0135,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,84.3,Better
H0135,MORT_30_HF,Heart Failure 30-Day Mortality Rate,108,Better
H0135,MORT_30_PN,Pneumonia 30-Day Mortality Rate,117.8,Same
H0136,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,110.8,Better
H0136,MORT_30_HF,Heart Failure 30-Day Mortality Rate,114.9,Same
H0136,MORT_30_PN,Pneumonia 30-Day Mortality Rate,88.6,Same
H0137,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,95.2,Same
H0137,MORT_30_HF,Heart Failure 30-Day Mortality Rate,96.2,Same
H0137,MORT_30_PN,Pneumonia 30-Day Mortality Rate,106.8,Better
H0138,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,132.5,Worse
H0138,MORT_30_HF,Heart Failure 30-Day Mortality Rate,90.3,Worse
H0138,MORT_30_PN,Pneumonia 30-Day Mortality Rate,113.9,Same
H0139,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,122.9,Worse
H0139,MORT_30_HF,Heart Failure 30-Day Mortality Rate,107.6,Same
H0139,MORT_30_PN,Pneumonia 30-Day Mortality Rate,94.5,Worse
H0140,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,87.4,Same
H0140,MORT_30_HF,Heart Failure 30-Day Mortality Rate,84.3,Same
H0140,MORT_30_PN,Pneumonia 30-Day Mortality Rate,70.5,Same
H0141,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,96.7,Worse
H0141,MORT_30_HF,Heart Failure 30-Day Mortality Rate,95.8,Same
H0141,MORT_30_PN,Pneumonia 30-Day Mortality Rate,112.9,Worse
H0142,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,91.3,Worse
H0142,MORT_30_HF,Heart Failure 30-Day Mortality Rate,97.5,Same
H0142,MORT_30_PN,Pneumonia 30-Day Mortality Rate,104.2,Same
H0143,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,107.4,Same
H0143,MORT_30_HF,Heart Failure 30-Day Mortality Rate,111,Same
H0143,MORT_30_PN,Pneumonia 30-Day Mortality Rate,102.7,Worse
H0144,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,80.5,Worse
H0144,MORT_30_HF,Heart Failure 30-Day Mortality Rate,106,Worse
H0144,MORT_30_PN,Pneumonia 30-Day Mortality Rate,90.2,Same
H0145,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,118.6,Same
H0145,MORT_30_HF,Heart Failure 30-Day Mortality Rate,100.3,Same
H0145,MORT_30_PN,Pneumonia 30-Day Mortality Rate,103.6,Same
H0146,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,139,Same
H0146,MORT_30_HF,Heart Failure 30-Day Mortality Rate,111.3,Same
H0146,MORT_30_PN,Pneumonia 30-Day Mortality Rate,105.7,Same
H0147,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,97.9,Better
H0147,MORT_30_HF,Heart Failure 30-Day Mortality Rate,81.6,Same
H0147,MORT_30_PN,Pneumonia 30-Day Mortality Rate,96.9,Worse
H0148,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,87.2,Same
H0148,MORT_30_HF,Heart Failure 30-Day Mortality Rate,125,Same
H0148,MORT_30_PN,Pneumonia 30-Day Mortality Rate,105.9,Better
H0149,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,117.9,Same
H0149,MORT_30_HF,Heart Failure 30-Day Mortality Rate,90.9,Better
H0149,MORT_30_PN,Pneumonia 30-Day Mortality Rate,88.2,Worse
H0150,MORT_30_AMI,Acute Myocardial Infarction 30-Day Mortality Rate,109.7,Same
H0150,MORT_30_HF,Heart Failure 30-Day Mortality Rate,86.7,Same
H0150,MORT_30_PN,Pneumonia 30-Day Mortality Rate,93.4,Worse
